"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Average Journal Impact Factor Percentile
7403,SEMINARS IN INTERVENTIONAL RADIOLOGY,SEMIN INTERVENT RAD,1.150,24.016
7407,Clinical and Experimental Otorhinolaryngology,CLIN EXP OTORHINOLAR,1.149,39.286
7407,Indian Journal of Medical Microbiology,INDIAN J MED MICROBI,1.149,8.940
7407,MOUNTAIN RESEARCH AND DEVELOPMENT,MT RES DEV,1.149,22.614
7407,Ostomy Wound Management,OSTOMY WOUND MANAG,1.149,29.695
7411,JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,J APPL ANIM WELF SCI,1.148,63.603
7411,Journal of Medical Biochemistry,J MED BIOCHEM,1.148,12.241
7411,Journal of Vacation Marketing,J VACAT MARK,1.148,32.332
7414,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU-INT J ELECTRON C,1.147,28.194
7414,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,BUNDESGESUNDHEITSBLA,1.147,21.875
7414,GENETICS AND MOLECULAR BIOLOGY,GENET MOL BIOL,1.147,12.385
7414,JOURNAL OF ECONOMIC THEORY,J ECON THEORY,1.147,60.951
7414,MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,1.147,33.394
7414,Primary Health Care Research and Development,PRIM HEALTH CARE RES,1.147,17.500
7414,Tourist Studies,TOURIST STUD,1.147,38.889
7421,COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,1.146,19.453
7421,COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,1.146,19.453
7421,JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,1.146,50.442
7421,JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,1.146,50.442
7421,Journal of School Nursing,J SCH NURS,1.146,50.442
7421,Journal of School Nursing,J SCH NURS,1.146,50.442
7421,NUCLEAR DATA SHEETS,NUCL DATA SHEETS,1.146,27.500
7428,AMERICAN HISTORICAL REVIEW,AM HIST REV,1.145,97.126
7428,ANNALS OF VASCULAR SURGERY,ANN VASC SURG,1.145,19.753
7428,Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,1.145,24.791
7428,Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,1.145,24.791
7428,DISABILITY & SOCIETY,DISABIL SOC,1.145,52.641
7428,Eksploatacja i Niezawodnosc-Maintenance and Reliability,EKSPLOAT NIEZAWODN,1.145,53.529
7428,PHYSICS AND CHEMISTRY OF LIQUIDS,PHYS CHEM LIQ,1.145,23.847
7435,International Journal of Aerospace Engineering,INT J AEROSPACE ENG,1.144,62.903
7435,JOURNAL OF POROUS MEDIA,J POROUS MEDIA,1.144,32.700
7435,JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,1.144,62.903
7435,Nuclear Engineering and Technology,NUCL ENG TECHNOL,1.144,56.061
7435,Water Policy,WATER POLICY,1.144,28.977
7435,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,Z ANORG ALLG CHEM,1.144,25.000
7441,English World-Wide,ENGL WORLD-WIDE,1.143,71.154
7441,Journal of Refugee Studies,J REFUG STUD,1.143,50.449
7441,Journal of Vascular Surgery-Venous and Lymphatic Disorders,J VASC SURG-VENOUS L,1.143,18.705
7441,Methodology-European Journal of Research Methods for the Behavioral and Social Sciences,METHODOLOGY-EUR,1.143,39.482
7441,Nursing Inquiry,NURS INQ,1.143,48.703
7441,Nursing Inquiry,NURS INQ,1.143,48.703
7441,ORTHOPEDICS,ORTHOPEDICS,1.143,36.184
7441,SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,S AFR J WILDL RES,1.143,41.670
7441,South American Journal of Herpetology,S AM J HERPETOL,1.143,54.908
7441,Water Quality Exposure and Health,WATER QUAL EXPOS HEA,1.143,27.841
7451,GERIATRIC NURSING,GERIATR NURS,1.142,36.217
7451,GERIATRIC NURSING,GERIATR NURS,1.142,36.217
7451,GFF,GFF,1.142,48.237
7451,NUCLEAR ENGINEERING AND DESIGN,NUCL ENG DES,1.142,53.030
7451,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,P GEOLOGIST ASSOC,1.142,48.237
7456,Canadian Journal of Urology,CAN J UROL,1.141,21.429
7456,International Journal of Circumpolar Health,INT J CIRCUMPOL HEAL,1.141,25.462
7456,International Journal of Circumpolar Health,INT J CIRCUMPOL HEAL,1.141,25.462
7456,JOURNAL OF CONTEMPORARY ASIA,J CONTEMP ASIA,1.141,90.580
7456,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENG MATER-T ASME,1.141,30.843
7456,Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1.141,23.228
7462,ANALES DE PEDIATRIA,AN PEDIATR,1.140,27.686
7462,International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1.140,29.173
7464,DESIGNED MONOMERS AND POLYMERS,DES MONOMERS POLYM,1.139,36.628
7464,ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,1.139,27.778
7464,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,1.139,33.305
7464,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PHYSIOL MOL PLANT P,1.139,41.274
7464,PROTEIN JOURNAL,PROTEIN J,1.139,11.552
7464,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,REV BRAS PARASITOL V,1.139,41.850
7464,Social Psychology of Education,SOC PSYCHOL EDUC,1.139,33.621
7464,Surgical Infections,SURG INFECT,1.139,17.955
7472,Bulletin of Mathematical Sciences,B MATH SCI,1.138,85.370
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD B ECON STAT,1.138,57.183
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD B ECON STAT,1.138,57.183
7475,EVALUATION AND PROGRAM PLANNING,EVAL PROGRAM PLANN,1.137,57.813
7475,VETERINARY RADIOLOGY & ULTRASOUND,VET RADIOL ULTRASOUN,1.137,62.132
7477,JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,1.136,50.380
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,INT J HEALTH SERV,1.135,19.419
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,INT J HEALTH SERV,1.135,19.419
7478,Image Analysis & Stereology,IMAGE ANAL STEREOL,1.135,42.844
7478,Journal of Forensic and Legal Medicine,J FORENSIC LEG MED,1.135,43.333
7478,Journal of Renewable and Sustainable Energy,J RENEW SUSTAIN ENER,1.135,20.573
7478,OPTIMIZATION AND ENGINEERING,OPTIM ENG,1.135,45.935
7484,JOURNAL OF DEVELOPMENT STUDIES,J DEV STUD,1.134,52.316
7484,JOURNAL OF FINANCIAL MARKETS,J FINANC MARK,1.134,52.604
7484,PERFUSION-UK,PERFUSION-UK,1.134,10.913
7484,SYNTHETIC COMMUNICATIONS,SYNTHETIC COMMUN,1.134,34.746
7484,TEACHERS COLLEGE RECORD,TEACH COLL REC,1.134,52.979
7489,Asian Business & Management,ASIAN BUS MANAG,1.133,26.183
7489,BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,1.133,52.553
7489,CHEMICAL & PHARMACEUTICAL BULLETIN,CHEM PHARM BULL,1.133,21.298
7489,CLEFT PALATE-CRANIOFACIAL JOURNAL,CLEFT PALATE-CRAN J,1.133,28.555
7489,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,1.133,39.536
7489,Cadernos de Saude Publica,CAD SAUDE PUBLICA,1.133,24.860
7489,Cadernos de Saude Publica,CAD SAUDE PUBLICA,1.133,24.860
7489,Environmental Health and Preventive Medicine,ENVIRON HEALTH PREV,1.133,24.860
7489,Environmental Health and Preventive Medicine,ENVIRON HEALTH PREV,1.133,24.860
7489,JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,J COMMUNITY APPL SOC,1.133,26.613
7489,JOURNAL OF ORTHOPAEDIC SCIENCE,J ORTHOP SCI,1.133,34.868
7489,PUBLIC MONEY & MANAGEMENT,PUBLIC MONEY MANAGE,1.133,43.617
7489,SOCIOLOGICAL PERSPECTIVES,SOCIOL PERSPECT,1.133,58.392
7502,EUROPEAN JOURNAL OF WOMENS STUDIES,EUR J WOMENS STUD,1.132,62.195
7502,Journal of Applied Philosophy,J APPL PHILOS,1.132,61.765
7502,LEISURE SCIENCES,LEISURE SCI,1.132,47.179
7502,SURFACE AND INTERFACE ANALYSIS,SURF INTERFACE ANAL,1.132,20.890
7506,ANNALES FRANCAISES D ANESTHESIE ET DE REANIMATION,ANN FR ANESTH,1.131,11.290
7506,JOURNAL OF FELINE MEDICINE AND SURGERY,J FELINE MED SURG,1.131,61.397
7506,Journal of Psychiatric and Mental Health Nursing,J PSYCHIATR MENT HLT,1.131,35.244
7506,Journal of Psychiatric and Mental Health Nursing,J PSYCHIATR MENT HLT,1.131,35.244
7510,Feminist Legal Studies,FEM LEGAL STUD,1.130,61.589
7510,HIGH ABILITY STUDIES,HIGH ABIL STUD,1.130,40.290
7510,JOURNAL OF COMMUNICATIONS AND NETWORKS,J COMMUN NETW-S KOR,1.130,25.949
7510,JOURNAL OF FINANCIAL SERVICES RESEARCH,J FINANC SERV RES,1.130,51.563
7510,PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECT PSYCHIATR C,1.130,34.453
7510,PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECT PSYCHIATR C,1.130,34.453
7510,SEMINARS IN ULTRASOUND CT AND MRI,SEMIN ULTRASOUND CT,1.130,22.441
7510,SpringerPlus,SPRINGERPLUS,1.130,53.906
7518,GEOLOGICAL QUARTERLY,GEOL Q,1.129,54.255
7518,Mires and Peat,MIRES PEAT,1.129,23.362
7520,APPLIED RADIATION AND ISOTOPES,APPL RADIAT ISOTOPES,1.128,31.493
7520,AURIS NASUS LARYNX,AURIS NASUS LARYNX,1.128,36.905
7520,Journal of Mechanical Science and Technology,J MECH SCI TECHNOL,1.128,33.462
7520,MEDIA CULTURE & SOCIETY,MEDIA CULT SOC,1.128,53.497
7524,JOURNAL OF FORENSIC SCIENCES,J FORENSIC SCI,1.127,36.667
7524,POTATO RESEARCH,POTATO RES,1.127,58.434
7526,PHARMAZIE,PHARMAZIE,1.126,20.412
7526,REVUE DE MEDECINE INTERNE,REV MED INTERNE,1.126,42.258
7528,Communications in Number Theory and Physics,COMMUN NUMBER THEORY,1.125,64.701
7528,ELT Journal,ELT J,1.125,61.366
7528,FLORA,FLORA,1.125,33.963
7528,JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,J AM SOC HORTIC SCI,1.125,70.833
7528,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,J ROY SOC NEW ZEAL,1.125,52.344
7528,Literary and Linguistic Computing,LIT LINGUIST COMPUT,1.125,70.604
7528,MEDICINA CLINICA,MED CLIN-BARCELONA,1.125,41.613
7535,COMPARATIVE EDUCATION,COMP EDUC,1.123,51.702
7535,International Journal of Sustainability in Higher Education,INT J SUST HIGHER ED,1.123,30.018
7535,Journal of Individual Differences,J INDIVID DIFFER,1.123,25.000
7538,ANNALS OF MICROBIOLOGY,ANN MICROBIOL,1.122,16.931
7538,JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,1.122,26.190
7538,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,TIJDSCHR ECON SOC GE,1.122,51.102
7541,Revista Matematica Complutense,REV MAT COMPLUT,1.121,74.422
7542,Journal of Innovative Optical Health Sciences,J INNOV OPT HEAL SCI,1.120,24.292
7542,PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATR HEMAT ONCOL,1.120,15.535
7544,ACTA ACUSTICA UNITED WITH ACUSTICA,ACTA ACUST UNITED AC,1.119,40.323
7544,Abacus-A Journal of Accounting Finance and Business Studies,ABACUS,1.119,50.521
7544,Infectious Diseases,INFECT DIS-NOR,1.119,6.548
7544,QUANTUM ELECTRONICS,QUANTUM ELECTRON+,1.119,27.841
7548,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,INT J HUM-COMPUT INT,1.118,31.960
7548,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,INT J HUM-COMPUT INT,1.118,31.960
7548,International Journal of Network Management,INT J NETW MANAG,1.118,25.044
7548,Journal of Clinical Research in Pediatric Endocrinology,J CLIN RES PEDIATR E,1.118,17.546
7548,Journal of International Financial Management & Accounting,J INT FIN MANAG ACC,1.118,49.479
7548,Medical Ultrasonography,MED ULTRASON,1.118,20.079
7548,Polar Science,POLAR SCI,1.118,26.932
7548,STRUCTURAL ENGINEERING AND MECHANICS,STRUCT ENG MECH,1.118,38.146
7556,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE T SEMICONDUCT M,1.117,25.210
7556,Mediterranean Politics,MEDITERR POLIT,1.117,68.527
7558,ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,1.116,34.524
7558,Chinese Journal of Integrative Medicine,CHIN J INTEGR MED,1.116,25.000
7558,ETRI JOURNAL,ETRI J,1.116,25.745
7558,Eating Disorders,EAT DISORD,1.116,24.569
7558,Eating Disorders,EAT DISORD,1.116,24.569
7558,PhytoKeys,PHYTOKEYS,1.116,40.330
7558,Thoracic Cancer,THORAC CANCER,1.116,6.538
7565,AUSTRALIAN GEOGRAPHER,AUST GEOGR,1.115,41.139
7565,MINERVA CHIRURGICA,MINERVA CHIR,1.115,27.157
7565,Orthodontics & Craniofacial Research,ORTHOD CRANIOFAC RES,1.115,28.333
7565,Policy and Society,POLICY SOC,1.115,47.563
7569,Feminist Theory,FEM THEOR,1.114,57.317
7569,Journal of Managed Care & Specialty Pharmacy,J MANAG CARE SPEC PH,1.114,14.796
7569,LEGISLATIVE STUDIES QUARTERLY,LEGIS STUD QUART,1.114,53.030
7569,Mind Culture and Activity,MIND CULT ACT,1.114,50.851
7569,Scandinavian Journal of Occupational Therapy,SCAND J OCCUP THER,1.114,36.731
7569,Scandinavian Journal of Occupational Therapy,SCAND J OCCUP THER,1.114,36.731
7575,ANNALES DE PALEONTOLOGIE,ANN PALEONTOL,1.113,34.259
7575,FIBERS AND POLYMERS,FIBER POLYM,1.113,56.274
7575,IEEE Transactions on Computational Intelligence and AI in Games,IEEE T COMP INTEL AI,1.113,33.858
7575,INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY,INT J PERIODONT REST,1.113,27.222
7575,Journal of Cosmetic and Laser Therapy,J COSMET LASER THER,1.113,25.626
7580,Geopolitics,GEOPOLITICS,1.112,46.149
7580,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,INT J OFFENDER THER,1.112,39.881
7582,DYNAMICS OF ATMOSPHERES AND OCEANS,DYNAM ATMOS OCEANS,1.111,31.263
7582,HONG KONG MEDICAL JOURNAL,HONG KONG MED J,1.111,40.968
7582,JOURNAL OF EDUCATION FOR TEACHING,J EDUC TEACHING,1.111,50.426
7582,Journal of Industrial and Management Optimization,J IND MANAG OPTIM,1.111,44.808
7582,SYSTEM DYNAMICS REVIEW,SYST DYNAM REV,1.111,38.541
7587,European Journal of Development Research,EUR J DEV RES,1.110,42.727
7587,HIGH TEMPERATURE,HIGH TEMP+,1.110,23.986
7587,ISIJ INTERNATIONAL,ISIJ INT,1.110,57.432
7590,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,1.109,29.662
7590,AVIAN DISEASES,AVIAN DIS,1.109,60.662
7590,Games and Culture,GAMES CULT,1.109,66.034
7590,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,NUCL INSTRUM METH B,1.109,28.993
7594,European Annals of Otorhinolaryngology-Head and Neck Diseases,EUR ANN OTORHINOLARY,1.108,32.143
7594,SCIENTIA AGRICOLA,SCI AGR,1.108,68.750
7596,COLORATION TECHNOLOGY,COLOR TECHNOL,1.107,50.648
7596,Geomechanics and Engineering,GEOMECH ENG,1.107,42.114
7596,INTERNATIONAL JOURNAL OF LEXICOGRAPHY,INT J LEXICOGR,1.107,69.505
7596,Implant Dentistry,IMPLANT DENT,1.107,26.111
7596,JOURNAL OF AEROSPACE ENGINEERING,J AEROSPACE ENG,1.107,49.626
7596,JOURNAL OF LITERACY RESEARCH,J LIT RES,1.107,40.086
7596,Journal of Applied Remote Sensing,J APPL REMOTE SENS,1.107,24.861
7596,RESEARCH IN NONDESTRUCTIVE EVALUATION,RES NONDESTRUCT EVAL,1.107,53.030
7596,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,REV FAC CIENC AGRAR,1.107,66.964
7596,SHOCK WAVES,SHOCK WAVES,1.107,30.451
7606,Endocrinologia y Nutricion,ENDOCRINOL NUTR,1.106,14.969
7606,Journal of Mathematical Fluid Mechanics,J MATH FLUID MECH,1.106,37.432
7606,Latin American Journal of Solids and Structures,LAT AM J SOLIDS STRU,1.106,34.274
7606,SEPARATION SCIENCE AND TECHNOLOGY,SEP SCI TECHNOL,1.106,32.873
7610,Cognition Technology & Work,COGN TECHNOL WORK,1.105,28.267
7610,Cognition Technology & Work,COGN TECHNOL WORK,1.105,28.267
7610,International Journal of Web and Grid Services,INT J WEB GRID SERV,1.105,31.345
7610,Journal of Early Modern History,J EARLY MOD HIST,1.105,95.977
7610,Learning Culture and Social Interaction,LEARN CULT SOC INTER,1.105,49.574
7615,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,BRAZ J CHEM ENG,1.104,35.185
7616,BRITISH JOURNAL OF SOCIAL WORK,BRIT J SOC WORK,1.103,60.714
7616,Human Fertility,HUM FERTIL,1.103,12.123
7616,JOURNAL OF COMPARATIVE ECONOMICS,J COMP ECON,1.103,59.510
7616,RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,RES PRACT PERS SEV D,1.103,44.812
7620,New Directions for Child and Adolescent Development,NEW DIR CHILD ADOLES,1.102,17.857
7620,QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,Q J ENG GEOL HYDROGE,1.102,32.717
7620,Signal Image and Video Processing,SIGNAL IMAGE VIDEO P,1.102,29.022
7623,Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery,EKLEM HAST CERRAHISI,1.101,29.847
7623,Integrative Psychological and Behavioral Science,INTEGR PSYCHOL BEHAV,1.101,25.000
7623,JOURNAL OF ECONOMIC HISTORY,J ECON HIST,1.101,76.040
7623,JOURNAL OF PRODUCTIVITY ANALYSIS,J PROD ANAL,1.101,42.347
7623,Journal of Cardiothoracic Surgery,J CARDIOTHORAC SURG,1.101,13.889
7623,SOFT MATERIALS,SOFT MATER,1.101,26.727
7629,COMPTES RENDUS BIOLOGIES,CR BIOL,1.100,33.529
7629,International Journal of Health Care Finance & Economics,INT J HEALTH CARE FI,1.100,42.837
7629,Maderas-Ciencia y Tecnologia,MADERAS-CIENC TECNOL,1.100,64.286
7629,SOLA,SOLA,1.100,20.588
7633,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,DISCRETE CONT DYN-A,1.099,74.065
7633,HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1.099,10.810
7633,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,J OBSTET GYNAECOL RE,1.099,14.375
7636,BIOREMEDIATION JOURNAL,BIOREMEDIAT J,1.098,22.489
7636,European Journal of Political Economy,EUR J POLIT ECON,1.098,55.088
7636,Journal of Personnel Psychology,J PERS PSYCHOL,1.098,29.375
7636,Journal of Service Theory and Practice,J SERV THEOR PRACT,1.098,24.841
7636,Voluntas,VOLUNTAS,1.098,45.122
7641,ACTA PETROLOGICA SINICA,ACTA PETROL SIN,1.097,52.128
7641,Computational Methods in Applied Mathematics,COMPUT METH APPL MAT,1.097,63.333
7641,Health Promotion Journal of Australia,HEALTH PROMOT J AUST,1.097,27.707
7641,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,THEOR COMP FLUID DYN,1.097,31.033
7645,Environmental Engineering and Management Journal,ENVIRON ENG MANAG J,1.096,22.052
7645,Medical Education Online,MED EDUC ONLINE,1.096,49.149
7645,Rendiconti Lincei-Matematica e Applicazioni,REND LINCEI-MAT APPL,1.096,73.512
7645,WASHINGTON QUARTERLY,WASH QUART,1.096,61.899
7649,AMERICAN JOURNAL OF DERMATOPATHOLOGY,AM J DERMATOPATH,1.095,23.016
7649,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,APPL STOCH MODEL BUS,1.095,46.708
7649,AQUACULTURE INTERNATIONAL,AQUACULT INT,1.095,43.000
7649,GEOSCIENCES JOURNAL,GEOSCI J,1.095,26.330
7649,International Journal for Multiscale Computational Engineering,INT J MULTISCALE COM,1.095,47.250
7649,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,J FOURIER ANAL APPL,1.095,62.549
7649,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,1.095,29.217
7649,MINI-REVIEWS IN ORGANIC CHEMISTRY,MINI-REV ORG CHEM,1.095,33.051
7649,Palaeontologische Zeitschrift,PALAEONTOL Z,1.095,32.407
7658,Educacion XX1,EDUC XX1,1.094,48.723
7658,Inverse Problems and Imaging,INVERSE PROBL IMAG,1.094,52.442
7658,QUALITY & QUANTITY,QUAL QUANT,1.094,58.023
7658,QUALITY & QUANTITY,QUAL QUANT,1.094,58.023
7658,URSUS,URSUS,1.094,53.681
7658,Vascular and Endovascular Surgery,VASC ENDOVASC SURG,1.094,14.801
7664,Dermatologic Therapy,DERMATOL THER,1.093,21.429
7664,FOLIA NEUROPATHOLOGICA,FOLIA NEUROPATHOL,1.093,15.559
7664,International Journal of Immunogenetics,INT J IMMUNOGENET,1.093,10.277
7664,JOURNAL OF TROPICAL PEDIATRICS,J TROP PEDIATRICS,1.093,32.340
7664,Journal of Forest Economics,J FOREST ECON,1.093,53.644
7664,Journal of Forest Economics,J FOREST ECON,1.093,53.644
7664,Thermal Science,THERM SCI,1.093,30.172
7671,ADMINISTRATION & SOCIETY,ADMIN SOC,1.092,39.362
7671,IET Circuits Devices & Systems,IET CIRC DEVICE SYST,1.092,28.817
7671,Journal of Neurological Surgery Part B-Skull Base,J NEUROL SURG PART B,1.092,20.167
7671,Stata Journal,STATA J,1.092,51.173
7671,Stata Journal,STATA J,1.092,51.173
7676,BRAZILIAN JOURNAL OF MICROBIOLOGY,BRAZ J MICROBIOL,1.091,14.000
7676,CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,1.091,28.160
7676,Management Communication Quarterly,MANAGE COMMUN Q,1.091,37.781
7676,Scandinavian Journal of Hospitality and Tourism,SCAND J HOSP TOUR,1.091,45.369
7676,Surface Innovations,SURF INNOV,1.091,27.208
7681,INDIANA LAW JOURNAL,INDIANA LAW J,1.090,62.081
7681,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,J SCI STUD RELIG,1.090,55.594
7683,JOURNAL OF SEISMOLOGY,J SEISMOL,1.089,35.119
7683,Nutrition & Dietetics,NUTR DIET,1.089,20.370
7683,PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATR DEVEL PATHOL,1.089,22.000
7683,SCANDINAVIAN CARDIOVASCULAR JOURNAL,SCAND CARDIOVASC J,1.089,13.095
7687,Advances in Skin & Wound Care,ADV SKIN WOUND CARE,1.088,33.727
7687,Advances in Skin & Wound Care,ADV SKIN WOUND CARE,1.088,33.727
7687,BIRD CONSERVATION INTERNATIONAL,BIRD CONSERV INT,1.088,64.583
7687,Criminology & Criminal Justice,CRIMINOL CRIM JUSTIC,1.088,47.414
7687,Health Security,HEALTH SECUR,1.088,27.070
7687,LABORATORY MEDICINE,LAB MED,1.088,21.667
7687,SOILS AND FOUNDATIONS,SOILS FOUND,1.088,30.756
7694,APPLIED NUMERICAL MATHEMATICS,APPL NUMER MATH,1.087,61.765
7694,JOURNAL OF NEMATOLOGY,J NEMATOL,1.087,53.067
7694,NUKLEARMEDIZIN-NUCLEAR MEDICINE,NUKLEARMED-NUCL MED,1.087,19.291
7694,PERCEPTION,PERCEPTION,1.087,16.076
7694,PERCEPTION,PERCEPTION,1.087,16.076
7699,AUSTRALIAN PSYCHOLOGIST,AUST PSYCHOL,1.086,45.349
7699,Avian Conservation and Ecology,AVIAN CONSERV ECOL,1.086,54.745
7699,Danish Medical Journal,DAN MED J,1.086,40.323
7699,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,J REINF PLAST COMP,1.086,40.151
7703,AUSTRALASIAN PLANT PATHOLOGY,AUSTRALAS PLANT PATH,1.085,39.858
7703,CORROSION REVIEWS,CORROS REV,1.085,38.113
7703,Discourse & Communication,DISCOURSE COMMUN,1.085,46.203
7703,GRANA,GRANA,1.085,39.858
7703,International Transactions on Electrical Energy Systems,INT T ELECTR ENERGY,1.085,28.053
7703,Progress in Development Studies,PROG DEV STUD,1.085,40.909
7709,Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,P I MECH ENG O-J RIS,1.084,36.432
7710,Astin Bulletin,ASTIN BULL,1.083,49.945
7710,Astin Bulletin,ASTIN BULL,1.083,49.945
7710,Balkan Medical Journal,BALK MED J,1.083,39.677
7710,COMPOSITE INTERFACES,COMPOS INTERFACE,1.083,42.000
7710,ECONOMICS AND PHILOSOPHY,ECON PHILOS,1.083,58.792
7710,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,1.083,31.732
7716,CUAJ-Canadian Urological Association Journal,CUAJ-CAN UROL ASSOC,1.082,20.130
7716,European Journal of Wood and Wood Products,EUR J WOOD WOOD PROD,1.082,53.590
7716,FOLIA PARASITOLOGICA,FOLIA PARASIT,1.082,18.056
7716,Journal of Sexual Aggression,J SEX AGGRESS,1.082,45.690
7716,OPTICAL ENGINEERING,OPT ENG,1.082,26.630
7721,CHILDS NERVOUS SYSTEM,CHILD NERV SYST,1.081,20.785
7722,ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,ANN I H POINCARE-PR,1.080,56.855
7722,CANADIAN JOURNAL OF CHEMISTRY,CAN J CHEM,1.080,28.614
7722,Cross Cultural Management-An International Journal,CROSS CULT MANAG,1.080,27.577
7722,Journal of Science Education and Technology,J SCI EDUC TECHNOL,1.080,45.490
7722,Journal of Science Education and Technology,J SCI EDUC TECHNOL,1.080,45.490
7722,POETICS,POETICS,1.080,54.895
7722,Transnational Environmental Law,TRANSNATL ENVIRON LA,1.080,41.895
7729,INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,INT J SATELL COMM N,1.079,37.006
7729,JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,1.079,47.872
7729,LYMPHOLOGY,LYMPHOLOGY,1.079,9.463
7729,NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,NUMER METH PART D E,1.079,61.373
7733,Analytical Cellular Pathology,ANAL CELL PATHOL,1.078,11.240
7733,BIORHEOLOGY,BIORHEOLOGY,1.078,17.673
7733,International Journal of Mining Reclamation and Environment,INT J MIN RECLAM ENV,1.078,37.058
